name,training_dataset,dataset,size,recall
UPerNet,WHU,vienna,outlier,0.6465 ± 0.0158
UPerNet,WHU,vienna,small,0.3429 ± 0.0053
UPerNet,WHU,vienna,very_large,0.7009 ± 0.0080
UPerNet + CFENet,Massachusetts,Massachusetts,large,0.7570 ± 0.0213
UPerNet + CFENet,Massachusetts,Massachusetts,medium,0.9055 ± 0.0135
UPerNet + CFENet,Massachusetts,Massachusetts,outlier,0.8074 ± 0.0390
UPerNet + CFENet,Massachusetts,Massachusetts,small,0.4773 ± 0.0245
UPerNet + CFENet,Massachusetts,Massachusetts,very_large,0.7992 ± 0.0253
UPerNet + CFENet,Massachusetts,WHU Test,large,0.8460 ± 0.0026
UPerNet + CFENet,Massachusetts,WHU Test,medium,0.7991 ± 0.0163
UPerNet + CFENet,Massachusetts,WHU Test,outlier,0.8070 ± 0.0304
UPerNet + CFENet,Massachusetts,WHU Test,small,0.5089 ± 0.0284
UPerNet + CFENet,Massachusetts,WHU Test,very_large,0.8309 ± 0.0431
UPerNet + CFENet,Massachusetts,austin,large,0.5766 ± 0.0569
UPerNet + CFENet,Massachusetts,austin,medium,0.5025 ± 0.0612
UPerNet + CFENet,Massachusetts,austin,outlier,0.4074 ± 0.1283
UPerNet + CFENet,Massachusetts,austin,small,0.3210 ± 0.0248
UPerNet + CFENet,Massachusetts,austin,very_large,0.7654 ± 0.0327
UPerNet + CFENet,Massachusetts,chicago,large,0.5380 ± 0.0009
UPerNet + CFENet,Massachusetts,chicago,medium,0.2953 ± 0.0231
UPerNet + CFENet,Massachusetts,chicago,outlier,0.6364 ± 0.0787
UPerNet + CFENet,Massachusetts,chicago,small,0.2634 ± 0.0159
UPerNet + CFENet,Massachusetts,chicago,very_large,0.6234 ± 0.0142
UPerNet + CFENet,Massachusetts,kitsap,large,0.6388 ± 0.0816
UPerNet + CFENet,Massachusetts,kitsap,medium,0.4251 ± 0.0269
UPerNet + CFENet,Massachusetts,kitsap,outlier,0.0000 ± 0.0000
UPerNet + CFENet,Massachusetts,kitsap,small,0.1326 ± 0.0288
UPerNet + CFENet,Massachusetts,kitsap,very_large,0.1667 ± 0.0000
UPerNet + CFENet,Massachusetts,overall,large,0.6226 ± 0.0259
UPerNet + CFENet,Massachusetts,overall,medium,0.4182 ± 0.0126
UPerNet + CFENet,Massachusetts,overall,outlier,0.4343 ± 0.0618
UPerNet + CFENet,Massachusetts,overall,small,0.2682 ± 0.0080
UPerNet + CFENet,Massachusetts,overall,very_large,0.5451 ± 0.0399
UPerNet + CFENet,Massachusetts,tyrol-w,large,0.6504 ± 0.0370
UPerNet + CFENet,Massachusetts,tyrol-w,medium,0.6768 ± 0.0144
UPerNet + CFENet,Massachusetts,tyrol-w,outlier,0.4444 ± 0.0481
UPerNet + CFENet,Massachusetts,tyrol-w,small,0.1937 ± 0.0152
UPerNet + CFENet,Massachusetts,tyrol-w,very_large,0.5035 ± 0.0123
UPerNet + CFENet,Massachusetts,vienna,large,0.7433 ± 0.0143
UPerNet + CFENet,Massachusetts,vienna,medium,0.7113 ± 0.0287
UPerNet + CFENet,Massachusetts,vienna,outlier,0.4015 ± 0.0833
UPerNet + CFENet,Massachusetts,vienna,small,0.2698 ± 0.0082
UPerNet + CFENet,Massachusetts,vienna,very_large,0.4881 ± 0.0692
UPerNet + CFENet,WHU,Massachusetts,large,0.5178 ± 0.0291
UPerNet + CFENet,WHU,Massachusetts,medium,0.4280 ± 0.0308
UPerNet + CFENet,WHU,Massachusetts,outlier,0.5704 ± 0.0321
UPerNet + CFENet,WHU,Massachusetts,small,0.0767 ± 0.0145
UPerNet + CFENet,WHU,Massachusetts,very_large,0.5762 ± 0.0579
UPerNet + CFENet,WHU,WHU Test,large,0.9572 ± 0.0034
UPerNet + CFENet,WHU,WHU Test,medium,0.9793 ± 0.0019
UPerNet + CFENet,WHU,WHU Test,outlier,1.0000 ± 0.0000
UPerNet + CFENet,WHU,WHU Test,small,0.8119 ± 0.0029
UPerNet + CFENet,WHU,WHU Test,very_large,0.9505 ± 0.0104
UPerNet + CFENet,WHU,austin,large,0.7589 ± 0.0138
UPerNet + CFENet,WHU,austin,medium,0.6794 ± 0.0079
UPerNet + CFENet,WHU,austin,outlier,0.4074 ± 0.1697
UPerNet + CFENet,WHU,austin,small,0.3656 ± 0.0146
UPerNet + CFENet,WHU,austin,very_large,0.8848 ± 0.0583
UPerNet + CFENet,WHU,chicago,large,0.4819 ± 0.0434
UPerNet + CFENet,WHU,chicago,medium,0.2435 ± 0.0469
UPerNet + CFENet,WHU,chicago,outlier,0.7424 ± 0.0694
UPerNet + CFENet,WHU,chicago,small,0.3656 ± 0.0253
UPerNet + CFENet,WHU,chicago,very_large,0.6196 ± 0.0118
UPerNet + CFENet,WHU,kitsap,large,0.9376 ± 0.0173
UPerNet + CFENet,WHU,kitsap,medium,0.6203 ± 0.0084
UPerNet + CFENet,WHU,kitsap,outlier,0.0000 ± 0.0000
UPerNet + CFENet,WHU,kitsap,small,0.2203 ± 0.0179
UPerNet + CFENet,WHU,kitsap,very_large,0.3333 ± 0.0000
UPerNet + CFENet,WHU,overall,large,0.7226 ± 0.0116
UPerNet + CFENet,WHU,overall,medium,0.4642 ± 0.0263
UPerNet + CFENet,WHU,overall,outlier,0.6229 ± 0.0941
UPerNet + CFENet,WHU,overall,small,0.3628 ± 0.0139
UPerNet + CFENet,WHU,overall,very_large,0.6576 ± 0.0374
UPerNet + CFENet,WHU,tyrol-w,large,0.7525 ± 0.0104
UPerNet + CFENet,WHU,tyrol-w,medium,0.8137 ± 0.0120
UPerNet + CFENet,WHU,tyrol-w,outlier,0.7222 ± 0.1735
UPerNet + CFENet,WHU,tyrol-w,small,0.4181 ± 0.0040
UPerNet + CFENet,WHU,tyrol-w,very_large,0.5248 ± 0.0443
UPerNet + CFENet,WHU,vienna,large,0.8021 ± 0.0167
UPerNet + CFENet,WHU,vienna,medium,0.8458 ± 0.0043
UPerNet + CFENet,WHU,vienna,outlier,0.6086 ± 0.0977
UPerNet + CFENet,WHU,vienna,small,0.3499 ± 0.0049
UPerNet + CFENet,WHU,vienna,very_large,0.6637 ± 0.0481
