name,training_dataset,dataset,size,recall
UPerNet,Massachusetts,overall,medium,"0.3639 ± 0.0203 → 0.4182 ± 0.0126 (Δ=+0.0544, t=3.31, p=0.080)"
UPerNet,Massachusetts,overall,outlier,"0.4190 ± 0.0372 → 0.4343 ± 0.0618 (Δ=+0.0152, t=0.33, p=0.771)"
UPerNet,Massachusetts,overall,small,"0.2566 ± 0.0243 → 0.2682 ± 0.0080 (Δ=+0.0116, t=0.85, p=0.485)"
UPerNet,Massachusetts,overall,very_large,"0.5438 ± 0.0306 → 0.5451 ± 0.0399 (Δ=+0.0012, t=0.03, p=0.978)"
UPerNet,Massachusetts,tyrol-w,large,"0.6924 ± 0.0043 → 0.6504 ± 0.0370 (Δ=-0.0420, t=-1.76, p=0.220)"
UPerNet,Massachusetts,tyrol-w,medium,"0.7077 ± 0.0077 → 0.6768 ± 0.0144 (Δ=-0.0309, t=-2.43, p=0.136)"
UPerNet,Massachusetts,tyrol-w,outlier,"0.4722 ± 0.1273 → 0.4444 ± 0.0481 (Δ=-0.0278, t=-0.38, p=0.742)"
UPerNet,Massachusetts,tyrol-w,small,"0.2714 ± 0.0234 → 0.1937 ± 0.0152 (Δ=-0.0777, t=-3.51, p=0.073)"
UPerNet,Massachusetts,tyrol-w,very_large,"0.5177 ± 0.0325 → 0.5035 ± 0.0123 (Δ=-0.0142, t=-0.76, p=0.529)"
UPerNet,Massachusetts,vienna,large,"0.7208 ± 0.0656 → 0.7433 ± 0.0143 (Δ=+0.0225, t=0.53, p=0.646)"
UPerNet,Massachusetts,vienna,medium,"0.7087 ± 0.0450 → 0.7113 ± 0.0287 (Δ=+0.0026, t=0.07, p=0.948)"
UPerNet,Massachusetts,vienna,outlier,"0.3535 ± 0.0358 → 0.4015 ± 0.0833 (Δ=+0.0480, t=0.85, p=0.483)"
UPerNet,Massachusetts,vienna,small,"0.3010 ± 0.0239 → 0.2698 ± 0.0082 (Δ=-0.0312, t=-1.74, p=0.224)"
UPerNet,Massachusetts,vienna,very_large,"0.4829 ± 0.0524 → 0.4881 ± 0.0692 (Δ=+0.0052, t=0.08, p=0.947)"
UPerNet,WHU,Massachusetts,large,"0.5012 ± 0.0266 → 0.5178 ± 0.0291 (Δ=+0.0167, t=0.67, p=0.572)"
UPerNet,WHU,Massachusetts,medium,"0.4455 ± 0.0158 → 0.4280 ± 0.0308 (Δ=-0.0175, t=-1.14, p=0.371)"
UPerNet,WHU,Massachusetts,outlier,"0.5778 ± 0.0111 → 0.5704 ± 0.0321 (Δ=-0.0074, t=-0.30, p=0.789)"
UPerNet,WHU,Massachusetts,small,"0.0918 ± 0.0071 → 0.0767 ± 0.0145 (Δ=-0.0151, t=-2.43, p=0.136)"
UPerNet,WHU,Massachusetts,very_large,"0.5736 ± 0.0088 → 0.5762 ± 0.0579 (Δ=+0.0025, t=0.09, p=0.939)"
UPerNet,WHU,WHU Test,large,"0.9557 ± 0.0023 → 0.9572 ± 0.0034 (Δ=+0.0015, t=0.79, p=0.510)"
UPerNet,WHU,WHU Test,medium,"0.9778 ± 0.0005 → 0.9793 ± 0.0019 (Δ=+0.0015, t=1.27, p=0.333)"
UPerNet,WHU,WHU Test,outlier,"0.9912 ± 0.0152 → 1.0000 ± 0.0000 (Δ=+0.0088, t=1.00, p=0.423)"
UPerNet,WHU,WHU Test,small,"0.7976 ± 0.0054 → 0.8119 ± 0.0029 (Δ=+0.0143, t=3.22, p=0.084)"
UPerNet,WHU,WHU Test,very_large,"0.9585 ± 0.0030 → 0.9505 ± 0.0104 (Δ=-0.0079, t=-1.02, p=0.413)"
UPerNet,WHU,austin,large,"0.7680 ± 0.0137 → 0.7589 ± 0.0138 (Δ=-0.0091, t=-0.60, p=0.607)"
UPerNet,WHU,austin,medium,"0.6907 ± 0.0100 → 0.6794 ± 0.0079 (Δ=-0.0112, t=-1.10, p=0.387)"
UPerNet,WHU,austin,outlier,"0.6296 ± 0.0642 → 0.4074 ± 0.1697 (Δ=-0.2222, t=-3.46, p=0.074)"
UPerNet,WHU,austin,small,"0.3925 ± 0.0261 → 0.3656 ± 0.0146 (Δ=-0.0269, t=-1.45, p=0.284)"
UPerNet,WHU,austin,very_large,"0.9136 ± 0.0370 → 0.8848 ± 0.0583 (Δ=-0.0288, t=-1.94, p=0.192)"
UPerNet,WHU,chicago,large,"0.4487 ± 0.0070 → 0.4819 ± 0.0434 (Δ=+0.0332, t=1.18, p=0.359)"
UPerNet,WHU,chicago,medium,"0.2187 ± 0.0131 → 0.2435 ± 0.0469 (Δ=+0.0247, t=0.76, p=0.526)"
UPerNet,WHU,chicago,outlier,"0.8788 ± 0.0262 → 0.7424 ± 0.0694 (Δ=-0.1364, t=-2.60, p=0.122)"
UPerNet,WHU,chicago,small,"0.3159 ± 0.0231 → 0.3656 ± 0.0253 (Δ=+0.0497, t=1.82, p=0.210)"
UPerNet,WHU,chicago,very_large,"0.6234 ± 0.0182 → 0.6196 ± 0.0118 (Δ=-0.0038, t=-0.24, p=0.830)"
UPerNet,WHU,kitsap,large,"0.9507 ± 0.0049 → 0.9376 ± 0.0173 (Δ=-0.0131, t=-1.51, p=0.270)"
UPerNet,WHU,kitsap,medium,"0.6324 ± 0.0084 → 0.6203 ± 0.0084 (Δ=-0.0121, t=-1.44, p=0.287)"
UPerNet,WHU,kitsap,outlier,"0.0000 ± 0.0000 → 0.0000 ± 0.0000 (Δ=+0.0000, t=nan, p=nan)"
UPerNet,WHU,kitsap,small,"0.2008 ± 0.0236 → 0.2203 ± 0.0179 (Δ=+0.0195, t=3.78, p=0.063)"
UPerNet,WHU,kitsap,very_large,"0.7778 ± 0.0962 → 0.3333 ± 0.0000 (Δ=-0.4444, t=-8.00, p=0.015)"
UPerNet,WHU,overall,large,"0.7231 ± 0.0094 → 0.7226 ± 0.0116 (Δ=-0.0005, t=-0.06, p=0.961)"
UPerNet,WHU,overall,medium,"0.4550 ± 0.0082 → 0.4642 ± 0.0263 (Δ=+0.0093, t=0.52, p=0.653)"
UPerNet,WHU,overall,outlier,"0.6781 ± 0.0066 → 0.6229 ± 0.0941 (Δ=-0.0552, t=-1.05, p=0.402)"
UPerNet,WHU,overall,small,"0.3395 ± 0.0134 → 0.3628 ± 0.0139 (Δ=+0.0233, t=1.49, p=0.275)"
UPerNet,WHU,overall,very_large,"0.6878 ± 0.0083 → 0.6576 ± 0.0374 (Δ=-0.0302, t=-1.15, p=0.369)"
UPerNet,WHU,tyrol-w,large,"0.7607 ± 0.0133 → 0.7525 ± 0.0104 (Δ=-0.0081, t=-0.81, p=0.504)"
UPerNet,WHU,tyrol-w,medium,"0.8272 ± 0.0027 → 0.8137 ± 0.0120 (Δ=-0.0135, t=-2.08, p=0.174)"
UPerNet,WHU,tyrol-w,outlier,"0.6944 ± 0.1273 → 0.7222 ± 0.1735 (Δ=+0.0278, t=0.16, p=0.885)"
UPerNet,WHU,tyrol-w,small,"0.4027 ± 0.0301 → 0.4181 ± 0.0040 (Δ=+0.0154, t=0.91, p=0.460)"
UPerNet,WHU,tyrol-w,very_large,"0.5461 ± 0.0246 → 0.5248 ± 0.0443 (Δ=-0.0213, t=-0.58, p=0.622)"
UPerNet,WHU,vienna,large,"0.8108 ± 0.0243 → 0.8021 ± 0.0167 (Δ=-0.0087, t=-0.49, p=0.671)"
UPerNet,WHU,vienna,medium,"0.8446 ± 0.0124 → 0.8458 ± 0.0043 (Δ=+0.0012, t=0.23, p=0.841)"
UPerNet,WHU,vienna,outlier,"0.6465 ± 0.0158 → 0.6086 ± 0.0977 (Δ=-0.0379, t=-0.80, p=0.507)"
UPerNet,WHU,vienna,small,"0.3429 ± 0.0053 → 0.3499 ± 0.0049 (Δ=+0.0070, t=1.38, p=0.302)"
UPerNet,WHU,vienna,very_large,"0.7009 ± 0.0080 → 0.6637 ± 0.0481 (Δ=-0.0372, t=-1.15, p=0.370)"
