name,training_dataset,dataset,pos_iou,precision,recall,f1,accuracy,neg_iou,mean_iou,boundary_iou,threshold
UNet,WHU,tyrol-w,"0.5667 ± 0.1040 → 0.6620 ± 0.0230 (Δ=+0.0953, t=1.30, p=0.322)","0.6614 ± 0.1424 → 0.7935 ± 0.0385 (Δ=+0.1320, t=1.26, p=0.334)","0.8022 ± 0.0084 → 0.8005 ± 0.0121 (Δ=-0.0018, t=-0.16, p=0.889)","0.7198 ± 0.0818 → 0.7965 ± 0.0168 (Δ=+0.0767, t=1.35, p=0.309)","0.9534 ± 0.0173 → 0.9703 ± 0.0033 (Δ=+0.0169, t=1.42, p=0.293)","0.9506 ± 0.0184 → 0.9685 ± 0.0035 (Δ=+0.0179, t=1.41, p=0.293)","0.7586 ± 0.0612 → 0.8152 ± 0.0133 (Δ=+0.0566, t=1.32, p=0.318)","0.5722 ± 0.0994 → 0.6620 ± 0.0230 (Δ=+0.0898, t=1.28, p=0.330)","0.5033 ± 0.0058 → 0.5200 ± 0.0265 (Δ=+0.0167, t=0.94, p=0.444)"
UNet,WHU,vienna,"0.6820 ± 0.0119 → 0.6731 ± 0.0034 (Δ=-0.0089, t=-1.03, p=0.411)","0.8412 ± 0.0142 → 0.8333 ± 0.0127 (Δ=-0.0079, t=-0.65, p=0.582)","0.7830 ± 0.0183 → 0.7781 ± 0.0143 (Δ=-0.0049, t=-0.27, p=0.811)","0.8109 ± 0.0084 → 0.8046 ± 0.0024 (Δ=-0.0063, t=-1.03, p=0.412)","0.9047 ± 0.0039 → 0.9014 ± 0.0011 (Δ=-0.0033, t=-1.46, p=0.282)","0.8802 ± 0.0046 → 0.8762 ± 0.0018 (Δ=-0.0040, t=-1.52, p=0.267)","0.7811 ± 0.0080 → 0.7747 ± 0.0018 (Δ=-0.0064, t=-1.21, p=0.349)","0.6812 ± 0.0116 → 0.6728 ± 0.0032 (Δ=-0.0084, t=-1.01, p=0.418)","0.5033 ± 0.0058 → 0.5200 ± 0.0265 (Δ=+0.0167, t=0.94, p=0.444)"
UPerNet,Massachusetts,austin,"0.5414 ± 0.0121 → 0.5318 ± 0.0389 (Δ=-0.0096, t=-0.38, p=0.738)","0.7758 ± 0.0450 → 0.8208 ± 0.0155 (Δ=+0.0449, t=2.63, p=0.119)","0.6451 ± 0.0480 → 0.6026 ± 0.0533 (Δ=-0.0425, t=-1.23, p=0.342)","0.7024 ± 0.0102 → 0.6938 ± 0.0333 (Δ=-0.0087, t=-0.41, p=0.725)","0.9272 ± 0.0025 → 0.9293 ± 0.0048 (Δ=+0.0021, t=0.56, p=0.635)","0.9204 ± 0.0032 → 0.9232 ± 0.0047 (Δ=+0.0028, t=0.72, p=0.545)","0.7309 ± 0.0053 → 0.7275 ± 0.0218 (Δ=-0.0034, t=-0.24, p=0.835)","0.5414 ± 0.0121 → 0.5318 ± 0.0389 (Δ=-0.0096, t=-0.38, p=0.738)","0.4733 ± 0.0153 → 0.4900 ± 0.0265 (Δ=+0.0167, t=1.89, p=0.199)"
UPerNet,Massachusetts,chicago,"0.5677 ± 0.0007 → 0.5703 ± 0.0177 (Δ=+0.0027, t=0.27, p=0.815)","0.6661 ± 0.0175 → 0.7051 ± 0.0078 (Δ=+0.0390, t=4.98, p=0.038)","0.7944 ± 0.0249 → 0.7496 ± 0.0370 (Δ=-0.0447, t=-5.70, p=0.029)","0.7242 ± 0.0006 → 0.7263 ± 0.0144 (Δ=+0.0020, t=0.25, p=0.825)","0.8774 ± 0.0036 → 0.8857 ± 0.0028 (Δ=+0.0082, t=2.24, p=0.154)","0.8539 ± 0.0052 → 0.8652 ± 0.0023 (Δ=+0.0113, t=2.69, p=0.115)","0.7108 ± 0.0024 → 0.7178 ± 0.0098 (Δ=+0.0070, t=0.99, p=0.426)","0.5665 ± 0.0005 → 0.5701 ± 0.0179 (Δ=+0.0036, t=0.36, p=0.755)","0.4733 ± 0.0153 → 0.4900 ± 0.0265 (Δ=+0.0167, t=1.89, p=0.199)"
UPerNet,Massachusetts,kitsap,"0.3578 ± 0.0290 → 0.4055 ± 0.0515 (Δ=+0.0477, t=1.06, p=0.399)","0.5248 ± 0.1281 → 0.6758 ± 0.1342 (Δ=+0.1510, t=1.09, p=0.388)","0.5582 ± 0.0934 → 0.5092 ± 0.0456 (Δ=-0.0490, t=-0.91, p=0.458)","0.5266 ± 0.0312 → 0.5758 ± 0.0514 (Δ=+0.0492, t=1.07, p=0.398)","0.9795 ± 0.0057 → 0.9848 ± 0.0029 (Δ=+0.0053, t=1.11, p=0.381)","0.9793 ± 0.0058 → 0.9847 ± 0.0029 (Δ=+0.0054, t=1.11, p=0.382)","0.6685 ± 0.0172 → 0.6951 ± 0.0271 (Δ=+0.0265, t=1.07, p=0.396)","0.3578 ± 0.0290 → 0.4055 ± 0.0515 (Δ=+0.0477, t=1.06, p=0.399)","0.4733 ± 0.0153 → 0.4900 ± 0.0265 (Δ=+0.0167, t=1.89, p=0.199)"
UPerNet,Massachusetts,overall,"0.5770 ± 0.0112 → 0.5832 ± 0.0167 (Δ=+0.0063, t=1.97, p=0.187)","0.7282 ± 0.0263 → 0.7617 ± 0.0162 (Δ=+0.0335, t=3.20, p=0.085)","0.7375 ± 0.0443 → 0.7144 ± 0.0374 (Δ=-0.0231, t=-2.23, p=0.155)","0.7317 ± 0.0091 → 0.7367 ± 0.0134 (Δ=+0.0050, t=1.97, p=0.187)","0.9255 ± 0.0013 → 0.9297 ± 0.0013 (Δ=+0.0041, t=2.81, p=0.107)","0.9171 ± 0.0019 → 0.9220 ± 0.0011 (Δ=+0.0049, t=2.78, p=0.108)","0.7470 ± 0.0048 → 0.7526 ± 0.0087 (Δ=+0.0056, t=2.42, p=0.137)","0.5758 ± 0.0111 → 0.5824 ± 0.0167 (Δ=+0.0066, t=2.03, p=0.180)","0.4733 ± 0.0153 → 0.4900 ± 0.0265 (Δ=+0.0167, t=1.89, p=0.199)"
UPerNet,Massachusetts,tyrol-w,"0.6470 ± 0.0217 → 0.6361 ± 0.0062 (Δ=-0.0109, t=-1.09, p=0.391)","0.7862 ± 0.0250 → 0.7872 ± 0.0270 (Δ=+0.0010, t=0.07, p=0.951)","0.7872 ± 0.0516 → 0.7696 ± 0.0316 (Δ=-0.0176, t=-1.25, p=0.337)","0.7855 ± 0.0161 → 0.7776 ± 0.0046 (Δ=-0.0079, t=-1.07, p=0.396)","0.9689 ± 0.0013 → 0.9681 ± 0.0008 (Δ=-0.0008, t=-0.68, p=0.566)","0.9670 ± 0.0013 → 0.9662 ± 0.0009 (Δ=-0.0008, t=-0.65, p=0.582)","0.8070 ± 0.0113 → 0.8012 ± 0.0030 (Δ=-0.0058, t=-1.05, p=0.405)","0.6470 ± 0.0217 → 0.6361 ± 0.0062 (Δ=-0.0109, t=-1.09, p=0.391)","0.4733 ± 0.0153 → 0.4900 ± 0.0265 (Δ=+0.0167, t=1.89, p=0.199)"
UPerNet,Massachusetts,vienna,"0.6057 ± 0.0293 → 0.6188 ± 0.0126 (Δ=+0.0132, t=1.04, p=0.407)","0.7708 ± 0.0170 → 0.7870 ± 0.0266 (Δ=+0.0162, t=2.19, p=0.160)","0.7406 ± 0.0581 → 0.7448 ± 0.0367 (Δ=+0.0042, t=0.32, p=0.780)","0.7541 ± 0.0229 → 0.7645 ± 0.0095 (Δ=+0.0104, t=1.04, p=0.408)","0.8744 ± 0.0054 → 0.8803 ± 0.0033 (Δ=+0.0059, t=1.37, p=0.303)","0.8444 ± 0.0038 → 0.8514 ± 0.0046 (Δ=+0.0070, t=1.52, p=0.267)","0.7250 ± 0.0165 → 0.7351 ± 0.0067 (Δ=+0.0101, t=1.17, p=0.361)","0.6035 ± 0.0289 → 0.6168 ± 0.0121 (Δ=+0.0133, t=1.06, p=0.402)","0.4733 ± 0.0153 → 0.4900 ± 0.0265 (Δ=+0.0167, t=1.89, p=0.199)"
UPerNet,WHU,austin,"0.6445 ± 0.0264 → 0.6545 ± 0.0210 (Δ=+0.0100, t=0.37, p=0.748)","0.8480 ± 0.0524 → 0.9022 ± 0.0077 (Δ=+0.0542, t=1.82, p=0.210)","0.7294 ± 0.0054 → 0.7045 ± 0.0248 (Δ=-0.0248, t=-2.20, p=0.159)","0.7836 ± 0.0197 → 0.7910 ± 0.0154 (Δ=+0.0074, t=0.37, p=0.747)","0.9461 ± 0.0067 → 0.9504 ± 0.0029 (Δ=+0.0043, t=0.78, p=0.517)","0.9403 ± 0.0075 → 0.9452 ± 0.0030 (Δ=+0.0049, t=0.83, p=0.495)","0.7924 ± 0.0170 → 0.7999 ± 0.0120 (Δ=+0.0075, t=0.45, p=0.696)","0.6445 ± 0.0264 → 0.6545 ± 0.0210 (Δ=+0.0099, t=0.37, p=0.749)","0.5167 ± 0.0115 → 0.5067 ± 0.0153 (Δ=-0.0100, t=-1.73, p=0.225)"
UPerNet,WHU,chicago,"0.6232 ± 0.0039 → 0.6124 ± 0.0075 (Δ=-0.0108, t=-2.73, p=0.112)","0.7374 ± 0.0061 → 0.7603 ± 0.0123 (Δ=+0.0229, t=2.30, p=0.148)","0.8011 ± 0.0091 → 0.7593 ± 0.0202 (Δ=-0.0417, t=-2.54, p=0.127)","0.7679 ± 0.0030 → 0.7596 ± 0.0057 (Δ=-0.0083, t=-2.71, p=0.114)","0.9019 ± 0.0013 → 0.9027 ± 0.0016 (Δ=+0.0008, t=1.39, p=0.298)","0.8829 ± 0.0016 → 0.8849 ± 0.0020 (Δ=+0.0021, t=1.92, p=0.195)","0.7531 ± 0.0025 → 0.7487 ± 0.0041 (Δ=-0.0044, t=-2.89, p=0.102)","0.6213 ± 0.0040 → 0.6105 ± 0.0077 (Δ=-0.0107, t=-2.64, p=0.119)","0.5167 ± 0.0115 → 0.5067 ± 0.0153 (Δ=-0.0100, t=-1.73, p=0.225)"
UPerNet,WHU,kitsap,"0.5862 ± 0.0458 → 0.6521 ± 0.0084 (Δ=+0.0659, t=2.82, p=0.106)","0.7295 ± 0.0706 → 0.8543 ± 0.0080 (Δ=+0.1249, t=2.92, p=0.100)","0.7501 ± 0.0025 → 0.7337 ± 0.0096 (Δ=-0.0163, t=-3.06, p=0.092)","0.7384 ± 0.0367 → 0.7894 ± 0.0062 (Δ=+0.0510, t=2.70, p=0.114)","0.9893 ± 0.0021 → 0.9921 ± 0.0002 (Δ=+0.0029, t=2.54, p=0.127)","0.9891 ± 0.0021 → 0.9920 ± 0.0002 (Δ=+0.0029, t=2.54, p=0.126)","0.7877 ± 0.0239 → 0.8221 ± 0.0043 (Δ=+0.0344, t=2.81, p=0.107)","0.5862 ± 0.0458 → 0.6521 ± 0.0084 (Δ=+0.0659, t=2.82, p=0.106)","0.5167 ± 0.0115 → 0.5067 ± 0.0153 (Δ=-0.0100, t=-1.73, p=0.225)"
UPerNet,WHU,overall,"0.6469 ± 0.0147 → 0.6466 ± 0.0139 (Δ=-0.0003, t=-0.02, p=0.985)","0.7885 ± 0.0220 → 0.8185 ± 0.0095 (Δ=+0.0300, t=3.43, p=0.076)","0.7829 ± 0.0071 → 0.7549 ± 0.0191 (Δ=-0.0279, t=-2.06, p=0.176)","0.7855 ± 0.0108 → 0.7853 ± 0.0103 (Δ=-0.0002, t=-0.02, p=0.985)","0.9410 ± 0.0038 → 0.9431 ± 0.0022 (Δ=+0.0021, t=0.73, p=0.543)","0.9339 ± 0.0043 → 0.9365 ± 0.0024 (Δ=+0.0026, t=0.85, p=0.486)","0.7904 ± 0.0094 → 0.7915 ± 0.0081 (Δ=+0.0011, t=0.13, p=0.911)","0.6461 ± 0.0146 → 0.6456 ± 0.0138 (Δ=-0.0005, t=-0.03, p=0.978)","0.5167 ± 0.0115 → 0.5067 ± 0.0153 (Δ=-0.0100, t=-1.73, p=0.225)"
UPerNet,WHU,tyrol-w,"0.6323 ± 0.0637 → 0.6507 ± 0.0331 (Δ=+0.0184, t=0.52, p=0.656)","0.7398 ± 0.0966 → 0.7863 ± 0.0567 (Δ=+0.0466, t=0.89, p=0.468)","0.8168 ± 0.0143 → 0.7916 ± 0.0084 (Δ=-0.0251, t=-3.74, p=0.065)","0.7735 ± 0.0487 → 0.7881 ± 0.0242 (Δ=+0.0146, t=0.53, p=0.647)","0.9648 ± 0.0106 → 0.9690 ± 0.0048 (Δ=+0.0042, t=0.70, p=0.554)","0.9626 ± 0.0113 → 0.9671 ± 0.0051 (Δ=+0.0045, t=0.71, p=0.550)","0.7975 ± 0.0375 → 0.8089 ± 0.0191 (Δ=+0.0115, t=0.55, p=0.639)","0.6324 ± 0.0636 → 0.6507 ± 0.0331 (Δ=+0.0183, t=0.52, p=0.657)","0.5167 ± 0.0115 → 0.5067 ± 0.0153 (Δ=-0.0100, t=-1.73, p=0.225)"
UPerNet,WHU,vienna,"0.6798 ± 0.0091 → 0.6702 ± 0.0155 (Δ=-0.0096, t=-0.75, p=0.534)","0.8308 ± 0.0035 → 0.8398 ± 0.0073 (Δ=+0.0090, t=2.30, p=0.148)","0.7892 ± 0.0152 → 0.7687 ± 0.0250 (Δ=-0.0205, t=-1.03, p=0.412)","0.8094 ± 0.0064 → 0.8024 ± 0.0111 (Δ=-0.0069, t=-0.75, p=0.533)","0.9030 ± 0.0022 → 0.9013 ± 0.0038 (Δ=-0.0017, t=-0.52, p=0.653)","0.8778 ± 0.0021 → 0.8765 ± 0.0038 (Δ=-0.0013, t=-0.40, p=0.731)","0.7788 ± 0.0056 → 0.7733 ± 0.0096 (Δ=-0.0055, t=-0.68, p=0.569)","0.6793 ± 0.0087 → 0.6692 ± 0.0151 (Δ=-0.0101, t=-0.81, p=0.505)","0.5167 ± 0.0115 → 0.5067 ± 0.0153 (Δ=-0.0100, t=-1.73, p=0.225)"
